"ID"	"PeakTime"	"Location"	"Truck"	"Bus"	"LocationType"	"Sex"	"Alcohol"	"Speeding"	"Weather"	"Visibility"	"HomeDistance"	"Age"	"Fatal"
"630"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	22.1672816162712	59.1983444771741	0
"631"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	19.3077445117112	40.7660768015692	0
"632"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	18.9995675475196	58.1366715314563	0
"633"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	10.7104596913657	52.345393249477	0
"634"	"am"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"N"	"Raining"	"Poor"	20.6727873777149	40.4967395851839	0
"635"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	18.2829543689111	38.8479354865712	1
"636"	"am"	"OuterSuburban"	"Y"	"N"	"Stop"	"F"	"N"	"N"	"Wet"	"Moderate"	17.903446009285	48.9739776293736	1
"637"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	25.1461259866123	39.4629569768464	0
"638"	"am"	"City"	"N"	"Y"	"Light"	"F"	"N"	"N"	"Wet"	"Moderate"	25.1578533013387	35.835839165436	1
"639"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Wet"	"Moderate"	19.5579225021087	59.5655773461835	1
"640"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	22.0312863269424	44.0984570244461	0
"641"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	24.7880431278269	35.6953735181046	1
"642"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	20.5219638104081	38.8427530463909	1
"643"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	41.7170854030922	36.233127436944	0
"644"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	16.6108485178328	45.5942004086853	0
"645"	"pm"	"OuterSuburban"	"N"	"Y"	"Stop"	"F"	"Y"	"N"	"Fine"	"Good"	20.5331692103885	50.9465099329333	0
"646"	"am"	"City"	"Y"	"N"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	25.9828154434628	56.4653951709235	1
"647"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	12.3397656013032	41.3467637998234	0
"648"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	15.567386442115	51.0021020245296	0
"649"	"am"	"OuterSuburban"	"Y"	"N"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	22.1713590500926	50.4602043929328	0
"650"	"am"	"OuterSuburban"	"N"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	21.013481609392	43.8202959858629	0
"651"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	32.8610189327839	37.1083002520199	0
"652"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	28.7931704222905	46.2909234467538	1
"653"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	18.4684234366382	37.9828204069816	1
"654"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	12.9537042856453	52.6357400056082	0
"655"	"am"	"Suburban"	"N"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	13.6317315324633	42.730694693341	0
"656"	"am"	"City"	"Y"	"N"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	22.1234835406597	47.32347738825	0
"657"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	27.3389972491025	57.5906529049151	1
"658"	"am"	"Suburban"	"Y"	"Y"	"GiveWay"	"F"	"N"	"Y"	"Raining"	"Poor"	39.6071582783551	44.8047799849705	0
"659"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	13.8519599726037	48.8668669782452	0
"660"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	22.8445542279301	46.9222605242279	1
"661"	"am"	"City"	"N"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	14.4760023110626	42.9010588864766	0
"662"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	23.6231852512661	45.1499793358424	1
"663"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	19.2209362281289	51.5962713605804	0
"664"	"pm"	"City"	"N"	"Y"	"Stop"	"M"	"N"	"N"	"Raining"	"Poor"	13.7734701142576	42.2026100416625	0
"665"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	17.4072348949535	41.9555501662457	1
"666"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	20.9065140052426	30.9850170799878	0
"667"	"am"	"City"	"N"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	19.6238674953036	49.9556898101588	0
"668"	"pm"	"City"	"N"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	13.0475115907546	35.0534202705098	0
"669"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	16.5056419732933	48.7592111159764	0
"670"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	17.8243062974835	37.0430795473848	1
"671"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Raining"	"Poor"	13.4146575296276	38.0423593913133	1
"672"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	20.0379675077782	43.3341211745578	0
"673"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Wet"	"Moderate"	25.4831970083549	55.1217878282916	0
"674"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	14.0568622641181	39.6928023330288	1
"675"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Wet"	"Moderate"	21.0678853308094	56.7072100548054	0
"676"	"pm"	"City"	"Y"	"Y"	"GiveWay"	"M"	"N"	"N"	"Fine"	"Good"	24.5284145195576	63.8896730158951	0
"677"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	17.3160345815476	56.6890303837416	0
"678"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	17.6735939561349	46.9648008110624	1
"679"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Raining"	"Poor"	24.0926128766329	51.0346794355201	0
"680"	"pm"	"City"	"Y"	"N"	"Light"	"F"	"Y"	"N"	"Raining"	"Poor"	16.7780190427735	50.536818368687	0
"681"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	25.5080918727859	39.278269841097	0
"682"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	14.3222681972189	55.57727528234	0
"683"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	23.1249310895057	35.4925375290611	0
"684"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	33.401567967409	40.6559563819304	0
"685"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	17.3414978030541	51.2929106109835	1
"686"	"pm"	"City"	"N"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	26.7321865458209	72.3444096733306	0
"687"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	20.3447373122079	42.6307367909594	0
"688"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	24.7695611034944	36.2719832570913	0
"689"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	14.4695056912677	34.7487161921896	0
"690"	"pm"	"City"	"N"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	13.1439476516069	31.0826964356753	0
"691"	"am"	"City"	"N"	"Y"	"Light"	"M"	"N"	"N"	"Raining"	"Poor"	26.3972018122312	54.3754221630677	1
"692"	"am"	"Suburban"	"Y"	"N"	"Light"	"M"	"Y"	"N"	"Raining"	"Poor"	22.1165447656165	43.2877590563886	0
"693"	"am"	"City"	"N"	"Y"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	9.90918080660973	53.2078806525532	1
"694"	"pm"	"City"	"Y"	"N"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	30.538626688009	37.2829915407201	1
"695"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	23.0100832983809	39.5999882447004	0
"696"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	13.2361432569893	39.1132517803256	0
"697"	"pm"	"City"	"N"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	21.3285928556012	39.735823381839	1
"698"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	27.5650412330867	41.9238106889962	0
"699"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	21.3151018840954	45.219647780829	0
"700"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	20.4940233470524	56.2802326761646	1
"701"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	27.3552521494517	51.6088591895465	1
"702"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Raining"	"Poor"	16.0987856006834	39.9579335872003	0
"703"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	16.8718123139106	35.7093225693838	0
"704"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	19.9028401456665	49.4048285095019	0
"705"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	11.9527673986579	44.0606251961133	0
"706"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	29.6105087186423	36.7342699871058	0
"707"	"am"	"City"	"N"	"N"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	19.8759372686348	42.1745826106527	1
"708"	"am"	"OuterSuburban"	"N"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	18.3598690836017	45.1341079159866	1
"709"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Wet"	"Moderate"	18.9559865968333	41.9760891936382	0
"710"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Wet"	"Moderate"	21.8722817134538	40.5497150240152	1
"711"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	31.0386880035562	35.8225897799197	1
"712"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	16.532738103918	65.9288484417589	0
"713"	"pm"	"Suburban"	"N"	"N"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	17.5372875061837	51.2056547357874	1
"714"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"F"	"Y"	"N"	"Wet"	"Moderate"	22.8640447564655	45.2807886543477	0
"715"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"N"	"Wet"	"Moderate"	15.0879189981759	60.6664648799672	0
"716"	"pm"	"City"	"N"	"N"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	10.850992677957	48.1720612677724	1
"717"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	18.3953060448207	45.2117245862624	1
"718"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	15.2811941369341	45.9816922154519	0
"719"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"N"	"Wet"	"Moderate"	18.1525200857478	67.8250348927841	1
"720"	"pm"	"City"	"Y"	"N"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	23.6320403477791	52.9519269298121	0
"721"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	20.8146876140173	42.7203146204893	0
"722"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	29.7879032837234	44.1642510311199	0
"723"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	19.5115110418679	59.3575292098291	0
"724"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	22.646283158116	36.2554453601413	1
"725"	"am"	"City"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	31.2497859026801	43.066354258198	0
"726"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	20.7078330683028	50.6180452813387	1
"727"	"pm"	"OuterSuburban"	"Y"	"Y"	"GiveWay"	"M"	"Y"	"Y"	"Fine"	"Good"	20.3366810640314	52.7709759599186	1
"728"	"am"	"Suburban"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	21.8013020994313	49.4037580998235	1
"729"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	8.947587572309	35.5251350681902	0
"730"	"pm"	"Suburban"	"Y"	"N"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	19.9561791184277	51.7503101401787	0
"731"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	36.2750234371696	40.869581305592	1
"732"	"am"	"Suburban"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Wet"	"Moderate"	21.213024614223	48.1294186854166	0
"733"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Raining"	"Poor"	25.9902515057634	51.5052589763571	0
"734"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Raining"	"Poor"	16.4144657616111	54.4506310658587	1
"735"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	18.3375536612147	39.7913913552491	0
"736"	"pm"	"Suburban"	"Y"	"N"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	12.0283890870852	38.0286767227004	0
"737"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	22.3652622547047	58.3897642033246	1
"738"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Wet"	"Moderate"	22.8494613122663	40.6072789472239	0
"739"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	29.005919150399	47.7259448748459	0
"740"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	28.3463947839528	39.220406529894	0
"741"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Wet"	"Moderate"	20.8375042812736	36.7406535497304	1
"742"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	20.4573521397496	27.8105826829301	0
"743"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	15.6819784836995	44.371002753322	1
"744"	"am"	"City"	"Y"	"N"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	14.5616707972568	43.3930543141329	1
"745"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	23.603433922955	35.2582787732104	0
"746"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	31.9767029420829	45.791263734565	0
"747"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Wet"	"Moderate"	22.4708464156325	50.312717690772	0
"748"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Raining"	"Poor"	19.8058984766646	46.3252715903913	0
"749"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	24.2134602794128	36.2688262944571	1
"750"	"pm"	"OuterSuburban"	"N"	"Y"	"Stop"	"F"	"Y"	"N"	"Fine"	"Good"	25.6111807467116	31.4342810307687	0
"751"	"pm"	"City"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	16.9575859007262	41.6343604725118	1
"752"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	19.8053754580402	41.2102407276027	0
"753"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Raining"	"Poor"	25.8922442104674	47.571783235531	0
"754"	"am"	"OuterSuburban"	"N"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	19.4266887489901	37.3384698583844	0
"755"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	22.9899712489971	36.0698806422098	0
"756"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"N"	"N"	"Raining"	"Poor"	19.8909768454424	48.130087380562	0
"757"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	21.4793205749324	62.6773133046409	0
"758"	"pm"	"Suburban"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Raining"	"Poor"	21.8247204580246	44.0959529769889	0
"759"	"am"	"OuterSuburban"	"Y"	"N"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	36.4183812045734	45.2250280060261	0
"760"	"pm"	"Suburban"	"Y"	"N"	"Light"	"F"	"N"	"N"	"Wet"	"Moderate"	22.7254060005401	39.6147755869365	0
"761"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	25.7977903250342	39.5247052248347	0
"762"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	15.9565980436016	51.1108518191983	1
"763"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	20.6166898738082	52.3665684209066	0
"764"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	28.9425590292635	52.0094302845281	1
"765"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	20.7850726043519	53.2914479955035	0
"766"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Fine"	"Good"	17.2046502498992	52.6298761925408	0
"767"	"am"	"City"	"N"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	23.4084289536348	41.3832249360895	0
"768"	"am"	"City"	"Y"	"N"	"GiveWay"	"M"	"Y"	"Y"	"Fine"	"Good"	19.7022215939772	50.1887309639669	0
"769"	"am"	"OuterSuburban"	"Y"	"N"	"GiveWay"	"M"	"N"	"Y"	"Wet"	"Moderate"	16.3908370394422	67.9089106284487	0
"770"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	25.9474124664482	44.894211859556	0
"771"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	16.5282998585373	63.3160613314484	1
"772"	"am"	"City"	"Y"	"N"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	26.5204079563085	57.6256633744441	0
"773"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Wet"	"Moderate"	10.9141537994614	35.9022867708749	0
"774"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	21.2700086671992	56.8173181662257	0
"775"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	14.9691329671327	47.5210661507383	0
"776"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	15.5542046037868	63.796667102103	1
"777"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	20.2056803630068	57.0550875385357	0
"778"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	23.4987389137691	37.9894307417977	1
"779"	"pm"	"OuterSuburban"	"N"	"Y"	"Stop"	"M"	"Y"	"N"	"Raining"	"Poor"	32.1522528537361	44.3014743331191	1
"780"	"am"	"City"	"N"	"Y"	"Stop"	"F"	"N"	"Y"	"Raining"	"Poor"	27.0728737585762	71.3655160687207	0
"781"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	22.9064047897432	55.9629290834633	0
"782"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	21.7520268675568	45.8016656099945	0
"783"	"pm"	"Suburban"	"Y"	"N"	"Stop"	"F"	"N"	"N"	"Raining"	"Poor"	23.8957827369704	29.7580320605982	0
"784"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	18.440343936879	45.5798172419755	0
"785"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Raining"	"Poor"	42.007815192136	48.1589063255357	0
"786"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	14.0272021066087	39.5093176929892	0
"787"	"am"	"Suburban"	"Y"	"Y"	"GiveWay"	"M"	"N"	"Y"	"Fine"	"Good"	16.5824176212763	47.1178162943112	0
"788"	"am"	"City"	"N"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	13.1076274703758	64.2684326175059	0
"789"	"am"	"City"	"Y"	"Y"	"GiveWay"	"F"	"N"	"Y"	"Wet"	"Moderate"	23.2116802948727	43.0697779309638	1
"790"	"pm"	"City"	"N"	"N"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	22.857434793818	41.0786567017637	1
"791"	"am"	"Suburban"	"N"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	25.1659797693567	42.5007851530656	1
"792"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	23.9356630174366	46.9765168181922	0
"793"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	25.5444015971421	43.1049675594293	0
"794"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	21.8559463006882	32.5251173219084	1
"795"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	12.3930495427508	55.5055610786937	0
"796"	"am"	"OuterSuburban"	"N"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	29.0683064533654	40.0331000864666	1
"797"	"pm"	"City"	"Y"	"Y"	"GiveWay"	"M"	"N"	"N"	"Fine"	"Good"	17.8202686189522	46.6254079683159	0
"798"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	18.4717393429146	50.467302035429	0
"799"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	18.9796745214301	50.7237933017645	0
"800"	"am"	"City"	"N"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	21.0714397548922	55.3898264749825	1
"801"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	13.6506762294548	31.4888359640929	1
"802"	"am"	"Suburban"	"Y"	"N"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	10.9791363979442	55.0420385756123	0
"803"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	12.1532734095002	35.4595138670054	1
"804"	"pm"	"City"	"N"	"Y"	"GiveWay"	"M"	"Y"	"N"	"Wet"	"Moderate"	21.9554935423925	48.9073505517	0
"805"	"am"	"OuterSuburban"	"Y"	"N"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	19.8730461696986	47.2007734961788	0
"806"	"pm"	"OuterSuburban"	"N"	"N"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	22.4868440166561	35.4399544657363	0
"807"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	30.2959833424572	50.300776374164	0
"808"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	19.3439881721545	39.1390736282025	0
"809"	"pm"	"Suburban"	"N"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	14.9759698985965	39.4955252388448	0
"810"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	12.2371483213609	50.6873154376212	0
"811"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	19.2585954348581	52.8306532979562	0
"812"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	14.5265300704447	53.6502389024354	0
"813"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	22.8764657999254	45.8066835235252	0
"814"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	15.530650319941	30.3849659300842	1
"815"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	20.5079792641101	47.4600550783257	0
"816"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	27.4550157114348	39.0067286407268	0
"817"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	14.300123783483	31.1583725848343	1
"818"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	26.0075481218543	36.5410111828257	0
"819"	"am"	"Suburban"	"Y"	"N"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	18.4883414872097	38.5307358597452	0
